Data,Cidade,Bairro,Status,Tempo_s,Tokens,Custo_BRL,localidade_key,era_mes,custo_mediana_localidade,custo_vs_mediana_local,faixa_tokens,flag_outlier,responsavel_pacote,tools_chamadas_esperadas,score_bairro,score_top1,nota
2026-05-29T20:22:42.585Z,Anápolis,Anápolis City,failed,1129,1348448,5.51,anapolis|anapolis city,2026-05,5.51,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-29T18:17:29.090Z,Fortaleza,Eusébio,done,1437,1154630,4.97,fortaleza|eusebio,2026-05,6.78,0.73,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-29T17:19:18.760Z,Fortaleza,Meireles,failed,967,1967591,7.52,fortaleza|meireles,2026-05,4.21,1.79,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-29T12:54:07.695Z,Fortaleza,Eusébio,failed,659,1831784,6.78,fortaleza|eusebio,2026-05,6.78,1.0,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-29T12:23:07.239Z,Fortaleza,Eusébio,failed,1470,1844557,6.95,fortaleza|eusebio,2026-05,6.78,1.03,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-29T05:02:11.863Z,Altamira,Altamira,failed,1467,1361694,5.48,altamira|altamira,2026-05,5.48,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-28T22:09:37.481Z,Fortaleza,Parangaba,done,1825,2340084,8.28,fortaleza|parangaba,2026-05,11.15,0.74,extremo_>1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-28T20:17:21.456Z,Fortaleza,Meireles,done,2032,2029134,7.53,fortaleza|meireles,2026-05,4.21,1.79,extremo_>1.5M,tempo_muito_alto,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-28T18:34:12.961Z,Fortaleza,Meireles,done,766,775922,3.43,fortaleza|meireles,2026-05,4.21,0.81,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-28T16:13:31.285Z,Fortaleza,Meireles,done,1119,1130709,4.21,fortaleza|meireles,2026-05,4.21,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-28T12:03:42.748Z,Fortaleza,Meireles,done,1103,975803,3.99,fortaleza|meireles,2026-05,4.21,0.95,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-27T00:13:19.180Z,Fortaleza,(cidade inteira),done,131,122306,0.98,fortaleza|(cidade inteira),2026-05,0.98,1.0,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-26T23:11:02.405Z,Castelo,(cidade inteira),done,170,224943,1.47,castelo|(cidade inteira),2026-05,1.21,1.21,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-26T22:43:26.341Z,Castelo,(cidade inteira),done,136,114914,0.96,castelo|(cidade inteira),2026-05,1.21,0.79,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-26T18:05:57.587Z,Fortaleza,Aldeota,done,261,205013,1.29,fortaleza|aldeota,2026-05,12.39,0.1,medio_100k-500k,custo_<=0.5x_mediana_local,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-13T00:53:12.146Z,Niterói,Camboinhas,done,571,927658,4.37,niteroi|camboinhas,2026-05,4.37,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-13T00:36:02.591Z,Niterói,Camboinhas,done,900,954662,4.32,niteroi|camboinhas,2026-05,4.37,0.99,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-13T00:23:56.453Z,Niterói,Camboinhas,done,584,964541,4.45,niteroi|camboinhas,2026-05,4.37,1.02,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-13T00:11:42.198Z,Niterói,Itaipu,done,532,1081362,4.79,niteroi|itaipu,2026-05,3.75,1.28,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T22:27:01.900Z,Niterói,Piratininga,done,560,715108,3.77,niteroi|piratininga,2026-05,3.77,1.0,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T18:37:45.847Z,Niteroi,Itaipu,done,557,878865,4.45,niteroi|itaipu,2026-05,3.75,1.19,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T18:04:35.334Z,Niterói,Itaipu,done,421,574371,3.04,niteroi|itaipu,2026-05,3.75,0.81,alto_500k-1.5M,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T16:40:11.101Z,Niterói,Itaipu,done,267,481763,2.53,niteroi|itaipu,2026-05,3.75,0.68,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T15:04:16.280Z,Itajai,Centro,done,381,455539,2.5,itajai|centro,2026-05,2.5,1.0,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T14:29:23.113Z,Blumenau,Velha,done,384,493570,2.64,blumenau|velha,2026-05,2.64,1.0,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T14:21:38.279Z,Joinville,America,done,319,385222,2.22,joinville|america,2026-05,2.22,1.0,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T13:17:57.606Z,Florianopolis,Centro,done,367,347342,2.17,florianopolis|centro,2026-05,2.17,1.0,medio_100k-500k,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T11:34:13.848Z,Curitiba,Batel,done,308,,,curitiba|batel,2026-05,,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T11:29:22.458Z,Curitiba,Batel,done,178,,,curitiba|batel,2026-05,,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T00:44:34.835Z,,,done,228,,,|,2026-05,,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T00:09:01.094Z,Brasília,ADE Águas Claras - Setor Habitacional Arniqueira,done,213,,,brasilia|ade aguas claras - setor habitacional arniqueira,2026-05,,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
2026-05-12T00:04:07.576Z,Curitiba,Batel,done,273,,,curitiba|batel,2026-05,,,,,pipeline_A0-A9 (dominio custo=LLM tokens; SearchAPI enrich N<=6),A3a:descobrir_maps(1x)|reviews(ate6)|pico(ate6)|ig(ate6);A1:geocode|listings_Nx;LLM:A0/A4/A6/A9(tokens),,,Export agregado /custos — sem linhas por tool nem score. Granularidade real exige relatorio_api_calls.
